SUKL kod;Celkova cena;Datum zmeny;Zdroj
5615E;447.24;04.03.2025;mzsr
56167;6.40;15.10.2024;mzsr
5622B;6.64;15.10.2024;mzsr
5627D;664.49;15.10.2024;mzsr
5628C;12.41;15.10.2024;mzsr
5629E;27.60;15.10.2024;mzsr
5634C;1134.49;15.10.2024;mzsr
5637C;30.71;15.10.2024;mzsr
5638B;7.98;15.10.2024;mzsr
5639E;29.40;15.10.2024;mzsr
5640D;675.30;15.10.2024;mzsr
5642D;641.48;15.10.2024;mzsr
56452;63.95;15.10.2024;mzsr
56503;1.79;15.10.2024;mzsr
5652D;4.83;15.10.2024;mzsr
56582;19.98;15.10.2024;mzsr
56661;3.31;15.10.2024;mzsr
5666D;6.81;15.10.2024;mzsr
56796;32.00;02.09.2025;mzsr
5680D;7.68;15.10.2024;mzsr
56811;10.00;15.10.2024;mzsr
56812;20.00;15.10.2024;mzsr
5681B;393.73;15.10.2024;mzsr
56844;5.90;15.10.2024;mzsr
56847;7.86;15.10.2024;mzsr
5686B;81.43;15.10.2024;mzsr
5687B;325.70;15.10.2024;mzsr
5688B;162.85;15.10.2024;mzsr
56940;3.59;15.10.2024;mzsr
5698E;232.22;15.10.2024;mzsr
5703D;20.47;15.10.2024;mzsr
5709E;17.68;04.02.2025;mzsr
5712D;27.00;15.10.2024;mzsr
57134;2.70;15.10.2024;mzsr
57147;4.05;15.10.2024;mzsr
5722D;24.07;15.10.2024;mzsr
5724D;577.84;15.10.2024;mzsr
57288;3.60;15.10.2024;mzsr
57291;10.80;15.10.2024;mzsr
5730A;195.62;15.10.2024;mzsr
5731A;364.67;15.10.2024;mzsr
5732A;721.40;15.10.2024;mzsr
5733A;1443.56;15.10.2024;mzsr
5734A;2160.16;15.10.2024;mzsr
5734B;6.35;15.10.2024;mzsr
5748B;9.52;15.10.2024;mzsr
5751E;30.39;02.05.2025;mzsr
57628;66.72;15.10.2024;mzsr
57629;134.97;15.10.2024;mzsr
5765C;24.50;15.10.2024;mzsr
57710;8.87;15.10.2024;mzsr
57713;15.40;15.10.2024;mzsr
57716;12.07;15.10.2024;mzsr
57719;24.13;15.10.2024;mzsr
57779;3.64;15.10.2024;mzsr
5777E;298.31;15.10.2024;mzsr
57804;12.04;15.10.2024;mzsr
5780E;36.65;15.10.2024;mzsr
57810;5.20;15.10.2024;mzsr
5782A;238.97;15.10.2024;mzsr
5783E;13.17;03.01.2025;mzsr
5784E;26.34;03.01.2025;mzsr
5785E;79.02;03.01.2025;mzsr
5789E;26.34;03.01.2025;mzsr
5790E;79.02;03.01.2025;mzsr
5800C;27.46;15.10.2024;mzsr
5800E;706.56;04.11.2024;mzsr
5802B;3.39;15.10.2024;mzsr
5804C;40.67;15.10.2024;mzsr
5805B;10.89;15.10.2024;mzsr
5805E;794.83;04.11.2024;mzsr
58066;3.53;15.10.2024;mzsr
5808B;3.81;15.10.2024;mzsr
5811B;12.24;15.10.2024;mzsr
5814A;13.78;15.10.2024;mzsr
5815C;50.84;15.10.2024;mzsr
58165;26.19;15.10.2024;mzsr
58249;4.61;04.02.2025;mzsr
58278;81.43;15.10.2024;mzsr
58279;162.85;15.10.2024;mzsr
58306;2.98;15.10.2024;mzsr
58308;2.98;15.10.2024;mzsr
5831B;66.64;15.10.2024;mzsr
5839C;107.25;15.10.2024;mzsr
58565;43.68;15.10.2024;mzsr
58623;20.88;15.10.2024;mzsr
5862D;2216.91;15.10.2024;mzsr
58653;6.56;15.10.2024;mzsr
58658;16.40;15.10.2024;mzsr
58679;37.04;15.10.2024;mzsr
5869D;66.64;15.10.2024;mzsr
58701;8.55;15.10.2024;mzsr
58702;18.40;15.10.2024;mzsr
58782;13.25;15.10.2024;mzsr
58792;10.25;15.10.2024;mzsr
58793;13.25;15.10.2024;mzsr
58809;89.98;15.10.2024;mzsr
5880D;13.74;15.10.2024;mzsr
58810;96.26;15.10.2024;mzsr
58816;1.62;15.10.2024;mzsr
58819;3.24;15.10.2024;mzsr
58820;4.86;15.10.2024;mzsr
58838;9.95;15.10.2024;mzsr
58856;0.84;15.10.2024;mzsr
58857;1.68;15.10.2024;mzsr
58858;1.44;15.10.2024;mzsr
58859;2.88;15.10.2024;mzsr
58893;4.25;15.10.2024;mzsr
58897;379.76;15.10.2024;mzsr
5894D;264.68;15.10.2024;mzsr
5895E;3.30;15.10.2024;mzsr
58987;33.24;15.10.2024;mzsr
5898E;29.34;15.10.2024;mzsr
5899E;88.02;15.10.2024;mzsr
5903E;29.34;15.10.2024;mzsr
5904E;88.02;15.10.2024;mzsr
5909E;8.94;15.10.2024;mzsr
5916E;8.42;15.10.2024;mzsr
59188;3.18;15.10.2024;mzsr
59193;10.60;15.10.2024;mzsr
59210;7.28;15.10.2024;mzsr
59211;18.20;15.10.2024;mzsr
59238;0.85;15.10.2024;mzsr
5925E;68.68;04.03.2025;mzsr
5926E;90.28;04.03.2025;mzsr
5927E;112.65;04.03.2025;mzsr
59281;1078.88;15.10.2024;mzsr
5928E;167.52;04.03.2025;mzsr
59299;8.34;15.10.2024;mzsr
5930E;44.77;04.03.2025;mzsr
5931E;333.97;04.03.2025;mzsr
5937D;9.99;15.10.2024;mzsr
5938E;27.60;15.10.2024;mzsr
5941E;29.34;15.10.2024;mzsr
5942E;88.02;15.10.2024;mzsr
59446;2.10;15.10.2024;mzsr
5944E;88.02;15.10.2024;mzsr
59453;2.80;15.10.2024;mzsr
59461;4.05;15.10.2024;mzsr
59465;8.10;15.10.2024;mzsr
59467;4.83;15.10.2024;mzsr
5947E;34.98;04.02.2025;mzsr
59503;5.94;15.10.2024;mzsr
59505;17.82;15.10.2024;mzsr
5952C;6.20;15.10.2024;mzsr
59626;0.89;15.10.2024;mzsr
5962C;7.45;15.10.2024;mzsr
5964B;22.74;15.10.2024;mzsr
59672;3.93;15.10.2024;mzsr
59673;6.55;15.10.2024;mzsr
5972C;14.90;15.10.2024;mzsr
59806;76.30;15.10.2024;mzsr
59808;98.77;15.10.2024;mzsr
59810;116.84;15.10.2024;mzsr
59839;217.11;15.10.2024;mzsr
59840;8.85;15.10.2024;mzsr
59861;62.49;15.10.2024;mzsr
5987C;52.11;15.10.2024;mzsr
5989E;19.62;04.02.2025;mzsr
59942;6.08;15.10.2024;mzsr
5994C;892.92;15.10.2024;mzsr
6001C;1654.18;15.10.2024;mzsr
6001D;26.99;15.10.2024;mzsr
6003E;24.84;04.02.2025;mzsr
60164;4.85;15.10.2024;mzsr
60165;9.72;15.10.2024;mzsr
6018D;9.80;15.10.2024;mzsr
6025D;27.44;15.10.2024;mzsr
6027D;41.15;15.10.2024;mzsr
6031D;96.04;15.10.2024;mzsr
6039E;3.78;02.12.2024;mzsr
60405;10.00;15.10.2024;mzsr
60409;9.17;15.10.2024;mzsr
60413;10.00;15.10.2024;mzsr
60414;17.60;15.10.2024;mzsr
6041D;27.44;15.10.2024;mzsr
6046D;96.04;15.10.2024;mzsr
6048E;4.48;02.12.2024;mzsr
60540;8.71;15.10.2024;mzsr
60554;11.67;15.10.2024;mzsr
6056E;4.90;02.12.2024;mzsr
6058B;44.55;15.10.2024;mzsr
6060B;97.21;15.10.2024;mzsr
6065E;6.16;02.12.2024;mzsr
60759;16.75;15.10.2024;mzsr
6077E;417.14;04.08.2025;mzsr
6086E;4.30;15.10.2024;mzsr
6108D;292.17;15.10.2024;mzsr
6108E;2.30;15.10.2024;mzsr
6111D;621.81;15.10.2024;mzsr
6113A;697.47;15.10.2024;mzsr
6113B;14.48;15.10.2024;mzsr
6113D;1056.14;15.10.2024;mzsr
6117E;1756.85;04.11.2024;mzsr
6118E;1760.31;04.11.2024;mzsr
6119E;1760.13;04.11.2024;mzsr
6120B;17.89;15.10.2024;mzsr
6122A;26.99;15.10.2024;mzsr
6126A;94.47;15.10.2024;mzsr
6159B;406.28;15.10.2024;mzsr
6165B;406.28;15.10.2024;mzsr
6172E;363.80;04.11.2024;mzsr
6173B;66.30;15.10.2024;mzsr
6176E;727.60;04.11.2024;mzsr
6181E;21.91;15.10.2024;mzsr
6184D;292.17;15.10.2024;mzsr
6188D;621.81;15.10.2024;mzsr
6196D;1056.14;15.10.2024;mzsr
62047;1.92;15.10.2024;mzsr
6216E;141.47;04.02.2025;mzsr
62239;6.05;15.10.2024;mzsr
6228D;5007.45;15.10.2024;mzsr
62326;0.15;15.10.2024;mzsr
62328;0.38;15.10.2024;mzsr
62329;0.75;15.10.2024;mzsr
62362;9.97;15.10.2024;mzsr
62370;0.23;15.10.2024;mzsr
62372;0.57;15.10.2024;mzsr
62373;1.14;15.10.2024;mzsr
62376;0.57;15.10.2024;mzsr
62377;1.14;15.10.2024;mzsr
62402;44.95;15.10.2024;mzsr
6242D;5.28;15.10.2024;mzsr
62471;62.49;15.10.2024;mzsr
6251D;17.82;15.10.2024;mzsr
62565;3.88;15.10.2024;mzsr
6259D;32.56;15.10.2024;mzsr
6267D;362927.04;15.10.2024;mzsr
6269D;961.59;04.11.2024;mzsr
62707;20.88;15.10.2024;mzsr
6277D;5369.77;15.10.2024;mzsr
62782;5.80;15.10.2024;mzsr
62783;17.40;15.10.2024;mzsr
6278D;2981.71;15.10.2024;mzsr
6280C;7.59;15.10.2024;mzsr
6283D;16.78;15.10.2024;mzsr
6286A;2.32;15.10.2024;mzsr
6287D;14.79;15.10.2024;mzsr
6288B;10.49;15.10.2024;mzsr
6291D;10.92;15.10.2024;mzsr
6295D;90.05;15.10.2024;mzsr
6328C;24.07;15.10.2024;mzsr
6336E;17.52;03.10.2025;mzsr
6337B;5.66;15.10.2024;mzsr
6343B;19.79;15.10.2024;mzsr
6347A;582.27;15.10.2024;mzsr
6347C;111.60;15.10.2024;mzsr
6350E;29.10;03.10.2025;mzsr
6360C;2.99;15.10.2024;mzsr
6364C;12.22;15.10.2024;mzsr
6364E;49.65;03.10.2025;mzsr
6368E;15.09;15.10.2024;mzsr
6372B;150.86;15.10.2024;mzsr
6374E;175.44;04.02.2025;mzsr
6377A;3.84;15.10.2024;mzsr
6382C;10.46;15.10.2024;mzsr
6384A;5494.29;15.10.2024;mzsr
6386A;4656.62;15.10.2024;mzsr
6388D;426.49;15.10.2024;mzsr
6402B;124.88;15.10.2024;mzsr
6403D;485.66;03.01.2025;mzsr
64050;2.80;15.10.2024;mzsr
6406B;499.53;15.10.2024;mzsr
6409B;26.22;15.10.2024;mzsr
6414B;39.33;15.10.2024;mzsr
64182;6.30;15.10.2024;mzsr
6422D;10.08;15.10.2024;mzsr
6424D;30.24;15.10.2024;mzsr
64306;115.51;15.10.2024;mzsr
64307;162.79;15.10.2024;mzsr
64308;221.37;15.10.2024;mzsr
64318;23.46;15.10.2024;mzsr
6431B;15.87;15.10.2024;mzsr
6436E;2.67;03.01.2025;mzsr
6437E;5.34;03.01.2025;mzsr
6438E;1.67;04.11.2024;mzsr
6442B;21.83;15.10.2024;mzsr
64433;36.96;15.10.2024;mzsr
64435;2.85;15.10.2024;mzsr
64437;9.50;15.10.2024;mzsr
6444A;4.06;15.10.2024;mzsr
6445A;4.35;15.10.2024;mzsr
6448A;13.05;15.10.2024;mzsr
6451A;5.26;15.10.2024;mzsr
6452A;5.64;15.10.2024;mzsr
6453B;8.89;15.10.2024;mzsr
6455E;56.80;02.12.2024;mzsr
6456E;113.60;02.12.2024;mzsr
6457A;10.50;15.10.2024;mzsr
6466B;18.00;15.10.2024;mzsr
6470B;54.00;15.10.2024;mzsr
64711;2.70;15.10.2024;mzsr
6471C;216.60;15.10.2024;mzsr
6475E;15.69;03.10.2025;mzsr
64765;13.31;15.10.2024;mzsr
64786;40.82;15.10.2024;mzsr
64788;2.19;15.10.2024;mzsr
64790;7.30;15.10.2024;mzsr
64867;1.08;15.10.2024;mzsr
64868;2.70;15.10.2024;mzsr
6488D;82.85;15.10.2024;mzsr
6489D;414.25;15.10.2024;mzsr
6490D;828.00;15.10.2024;mzsr
6497D;1811.99;15.10.2024;mzsr
64984;81.08;15.10.2024;mzsr
64989;202.70;15.10.2024;mzsr
64991;405.40;15.10.2024;mzsr
64994;692.37;15.10.2024;mzsr
6502C;145.03;15.10.2024;mzsr
6503C;217.57;15.10.2024;mzsr
65045;271.85;15.10.2024;mzsr
6504A;407.36;02.05.2025;mzsr
6504C;249.93;15.10.2024;mzsr
6515E;3.90;03.01.2025;mzsr
6517E;11.70;04.11.2024;mzsr
6519B;5.10;15.10.2024;mzsr
6520E;6.00;03.01.2025;mzsr
6522E;18.00;04.11.2024;mzsr
6525E;6.45;03.01.2025;mzsr
6527B;579.95;15.10.2024;mzsr
6527E;19.35;04.11.2024;mzsr
6532C;290.11;15.10.2024;mzsr
65357;2.43;15.10.2024;mzsr
65365;12.28;15.10.2024;mzsr
65367;49.13;15.10.2024;mzsr
65370;18.20;15.10.2024;mzsr
65376;72.80;15.10.2024;mzsr
6541B;282.66;04.11.2024;mzsr
6545B;565.32;04.11.2024;mzsr
65482;20.38;15.10.2024;mzsr
65489;101.61;15.10.2024;mzsr
6548B;847.98;04.11.2024;mzsr
6550B;14.49;15.10.2024;mzsr
6552B;21.76;15.10.2024;mzsr
6554B;29.02;15.10.2024;mzsr
6555A;2902.28;15.10.2024;mzsr
65593;5.55;15.10.2024;mzsr
65598;16.65;15.10.2024;mzsr
65603;5.55;15.10.2024;mzsr
65608;16.65;15.10.2024;mzsr
65619;509.17;15.10.2024;mzsr
65698;852.28;15.10.2024;mzsr
65736;201.00;15.10.2024;mzsr
6579D;1.55;15.10.2024;mzsr
6590B;3.32;15.10.2024;mzsr
6593E;88.28;03.10.2025;mzsr
6594E;176.16;03.10.2025;mzsr
66015;12.05;15.10.2024;mzsr
66063;46.15;15.10.2024;mzsr
6606D;292.17;15.10.2024;mzsr
6608D;621.81;15.10.2024;mzsr
6610B;20.34;15.10.2024;mzsr
6610D;1056.14;15.10.2024;mzsr
6611D;4.74;01.07.2025;mzsr
66135;6.34;15.10.2024;mzsr
66180;4.35;15.10.2024;mzsr
66194;4.62;15.10.2024;mzsr
66199;16.17;15.10.2024;mzsr
66216;19.57;15.10.2024;mzsr
6627D;1844.27;15.10.2024;mzsr
6630E;387.41;03.10.2025;mzsr
66356;2.20;15.10.2024;mzsr
66357;4.40;15.10.2024;mzsr
66366;0.90;15.10.2024;mzsr
6637D;30.39;04.06.2025;mzsr
6640E;774.80;03.10.2025;mzsr
66509;11.25;15.10.2024;mzsr
66510;33.75;15.10.2024;mzsr
6652A;4.00;15.10.2024;mzsr
66540;7.90;15.10.2024;mzsr
66543;23.69;15.10.2024;mzsr
66555;1.14;15.10.2024;mzsr
6659E;5.13;02.09.2025;mzsr
66651;1.70;15.10.2024;mzsr
66661;2.33;15.10.2024;mzsr
66683;8.97;15.10.2024;mzsr
66693;17.69;15.10.2024;mzsr
6671E;387.41;02.09.2025;mzsr
66755;23.55;15.10.2024;mzsr
6677E;774.80;02.09.2025;mzsr
66805;2.35;15.10.2024;mzsr
66830;3.16;15.10.2024;mzsr
6684D;1.63;15.10.2024;mzsr
6684E;387.41;02.09.2025;mzsr
66853;9.50;15.10.2024;mzsr
6685D;2.44;15.10.2024;mzsr
66876;36.96;15.10.2024;mzsr
6688D;4.88;15.10.2024;mzsr
6689D;7.34;15.10.2024;mzsr
6691D;90.05;15.10.2024;mzsr
6694E;774.80;02.09.2025;mzsr
6702E;27.36;04.02.2025;mzsr
67030;0.91;15.10.2024;mzsr
67031;5.20;15.10.2024;mzsr
6732B;66.28;15.10.2024;mzsr
6733B;209.28;15.10.2024;mzsr
6734B;16.80;15.10.2024;mzsr
67436;3.04;15.10.2024;mzsr
6750D;27.44;15.10.2024;mzsr
67512;6.38;15.10.2024;mzsr
67517;0.66;15.10.2024;mzsr
67520;1.90;15.10.2024;mzsr
67523;15.13;15.10.2024;mzsr
67525;42.18;15.10.2024;mzsr
67528;74.03;15.10.2024;mzsr
6752D;41.15;15.10.2024;mzsr
67531;0.72;15.10.2024;mzsr
67547;4.60;15.10.2024;mzsr
6754D;96.04;15.10.2024;mzsr
67558;2.07;15.10.2024;mzsr
67559;4.13;15.10.2024;mzsr
67569;1.31;15.10.2024;mzsr
6756C;13.73;15.10.2024;mzsr
67570;1.97;15.10.2024;mzsr
6757D;27.44;15.10.2024;mzsr
6760C;27.46;15.10.2024;mzsr
6760D;96.04;15.10.2024;mzsr
6764C;40.67;15.10.2024;mzsr
6768C;50.84;15.10.2024;mzsr
67802;1.13;15.10.2024;mzsr
6780E;3.45;03.01.2025;mzsr
6781A;466.18;15.10.2024;mzsr
6781E;10.35;03.01.2025;mzsr
6783C;73.75;15.10.2024;mzsr
6790A;14.20;15.10.2024;mzsr
6794C;5142.52;15.10.2024;mzsr
6799A;4186.84;15.10.2024;mzsr
6804C;51.08;15.10.2024;mzsr
6806B;136.66;15.10.2024;mzsr
6810C;51.08;15.10.2024;mzsr
6812B;20.05;15.10.2024;mzsr
6813D;183.77;15.10.2024;mzsr
6816B;40.10;15.10.2024;mzsr
6817D;183.77;15.10.2024;mzsr
6819D;551.33;15.10.2024;mzsr
6820B;80.19;15.10.2024;mzsr
6826C;1.56;15.10.2024;mzsr
6829C;2.60;15.10.2024;mzsr
6837B;147.62;15.10.2024;mzsr
6838B;295.24;15.10.2024;mzsr
6840B;590.49;15.10.2024;mzsr
6841B;885.73;15.10.2024;mzsr
6842B;1180.98;15.10.2024;mzsr
6843B;1771.46;15.10.2024;mzsr
6843C;4529.19;15.10.2024;mzsr
6844E;0.63;01.04.2025;mzsr
6845E;1.26;01.04.2025;mzsr
6846E;1.89;01.04.2025;mzsr
6847E;2.22;01.04.2025;mzsr
6848E;2.52;01.04.2025;mzsr
6849E;2.82;01.04.2025;mzsr
6850E;3.14;01.04.2025;mzsr
6851E;3.45;01.04.2025;mzsr
6852E;3.78;01.04.2025;mzsr
6854E;5.04;01.04.2025;mzsr
68580;3.20;15.10.2024;mzsr
6859E;1070.25;03.01.2025;mzsr
68603;3.21;15.10.2024;mzsr
6865E;1255.07;03.01.2025;mzsr
68670;2.32;15.10.2024;mzsr
68674;4.65;15.10.2024;mzsr
68676;7.45;15.10.2024;mzsr
6867D;10.47;15.10.2024;mzsr
68686;9.83;15.10.2024;mzsr
68687;7.36;15.10.2024;mzsr
68692;123.31;15.10.2024;mzsr
68695;246.10;15.10.2024;mzsr
68851;156.00;15.10.2024;mzsr
68925;312.00;15.10.2024;mzsr
6895C;3.15;15.10.2024;mzsr
6899E;1676.99;04.02.2025;mzsr
6900E;1680.30;04.02.2025;mzsr
6901E;1680.12;04.02.2025;mzsr
69058;20.44;15.10.2024;mzsr
69059;30.07;15.10.2024;mzsr
6908B;3.54;15.10.2024;mzsr
6908C;374.04;15.10.2024;mzsr
6909B;10.62;15.10.2024;mzsr
6911B;2378.24;15.10.2024;mzsr
6912B;4.17;15.10.2024;mzsr
6913B;12.51;15.10.2024;mzsr
6915B;5.31;15.10.2024;mzsr
69166;82.07;15.10.2024;mzsr
6916B;15.93;15.10.2024;mzsr
6918B;5.76;15.10.2024;mzsr
69197;141.55;15.10.2024;mzsr
69204;133.82;15.10.2024;mzsr
6921B;7.50;15.10.2024;mzsr
6921D;13.20;15.10.2024;mzsr
69225;17.69;15.10.2024;mzsr
69242;13.35;15.10.2024;mzsr
6925E;106.53;04.03.2025;mzsr
6926B;193.20;15.10.2024;mzsr
6929B;183.64;15.10.2024;mzsr
6930D;13.20;15.10.2024;mzsr
6931B;50.05;15.10.2024;mzsr
6932D;8.71;02.12.2024;mzsr
6933D;11.67;02.12.2024;mzsr
6934D;16.75;02.12.2024;mzsr
6935B;75.80;15.10.2024;mzsr
6935D;18.83;02.12.2024;mzsr
6936D;24.37;02.12.2024;mzsr
6938B;154.54;15.10.2024;mzsr
69417;5.25;15.10.2024;mzsr
69418;6.10;15.10.2024;mzsr
69482;3.88;15.10.2024;mzsr
69540;14.74;15.10.2024;mzsr
6956A;5010.14;15.10.2024;mzsr
6957A;1058.84;15.10.2024;mzsr
6959A;2230.22;15.10.2024;mzsr
6960D;836.40;15.10.2024;mzsr
6964D;48.87;15.10.2024;mzsr
6976E;919.00;01.04.2025;mzsr
6978E;287.01;01.04.2025;mzsr
69809;12.75;15.10.2024;mzsr
6980E;463.11;01.04.2025;mzsr
69814;0.67;15.10.2024;mzsr
69827;1.34;15.10.2024;mzsr
6982C;164.49;15.10.2024;mzsr
69840;2.68;15.10.2024;mzsr
69867;392.84;15.10.2024;mzsr
6987E;6.57;04.02.2025;mzsr
69884;2.10;15.10.2024;mzsr
6989C;323.53;15.10.2024;mzsr
6993C;647.06;15.10.2024;mzsr
6997C;1294.11;15.10.2024;mzsr
7000D;8.12;15.10.2024;mzsr
7002A;107.25;15.10.2024;mzsr
7010A;298.31;15.10.2024;mzsr
7016D;3.71;15.10.2024;mzsr
7017E;3668.93;03.01.2025;mzsr
7018D;18.55;15.10.2024;mzsr
7019E;1.22;03.01.2025;mzsr
7020A;6.78;15.10.2024;mzsr
7022A;7.62;15.10.2024;mzsr
7039A;10.23;15.10.2024;mzsr
70425;2.07;15.10.2024;mzsr
7043A;14.43;15.10.2024;mzsr
7044A;144.88;15.10.2024;mzsr
70498;6.21;15.10.2024;mzsr
7049A;4.35;15.10.2024;mzsr
7052A;13.05;15.10.2024;mzsr
7070C;12.41;15.10.2024;mzsr
7071C;37.20;15.10.2024;mzsr
7074D;14.20;04.11.2024;mzsr
7087C;13.73;15.10.2024;mzsr
7088C;27.46;15.10.2024;mzsr
7089C;40.67;15.10.2024;mzsr
7089E;30.39;04.06.2025;mzsr
7090C;50.84;15.10.2024;mzsr
7093D;485.66;03.01.2025;mzsr
7107B;62.43;15.10.2024;mzsr
7109B;120.89;15.10.2024;mzsr
7112B;120.45;15.10.2024;mzsr
7116D;17.41;15.10.2024;mzsr
7138E;30.39;04.06.2025;mzsr
7140C;11428.54;15.10.2024;mzsr
7145E;218.50;04.02.2025;mzsr
7148C;202.38;15.10.2024;mzsr
7149C;607.14;15.10.2024;mzsr
7161C;3.69;15.10.2024;mzsr
7164D;0.80;15.10.2024;mzsr
7166C;6401.72;15.10.2024;mzsr
7169A;144.88;15.10.2024;mzsr
7182E;1070.26;03.01.2025;mzsr
7184E;1255.08;03.01.2025;mzsr
71854;1.90;15.10.2024;mzsr
7186D;1.91;15.10.2024;mzsr
7187E;8.22;03.01.2025;mzsr
71895;68.64;15.10.2024;mzsr
71897;68.64;15.10.2024;mzsr
71901;68.64;15.10.2024;mzsr
71905;68.64;15.10.2024;mzsr
7191D;6.35;15.10.2024;mzsr
71950;5.04;15.10.2024;mzsr
71954;3.61;15.10.2024;mzsr
71980;1.53;15.10.2024;mzsr
7198D;2.90;15.10.2024;mzsr
71990;40.13;15.10.2024;mzsr
7201B;660.38;15.10.2024;mzsr
7203E;7.75;03.01.2025;mzsr
7204C;6.99;15.10.2024;mzsr
7208E;27.12;03.01.2025;mzsr
7209B;5130.87;15.10.2024;mzsr
7210B;65.79;15.10.2024;mzsr
7210C;9.34;04.03.2025;mzsr
7210D;2.04;15.10.2024;mzsr
7211A;6118.97;15.10.2024;mzsr
7211C;13.98;15.10.2024;mzsr
72176;2.00;15.10.2024;mzsr
7218D;26.99;15.10.2024;mzsr
7225D;6.96;15.10.2024;mzsr
7233B;11430.61;15.10.2024;mzsr
7236D;27.44;15.10.2024;mzsr
7238D;41.15;15.10.2024;mzsr
7240C;23.54;15.10.2024;mzsr
7240D;96.04;15.10.2024;mzsr
7245C;1831.53;15.10.2024;mzsr
7246C;3652.69;15.10.2024;mzsr
7247C;6384.41;15.10.2024;mzsr
7247D;18.06;15.10.2024;mzsr
7249C;353.41;15.10.2024;mzsr
7250D;59.95;15.10.2024;mzsr
7252A;97.50;15.10.2024;mzsr
7257A;58.45;15.10.2024;mzsr
7257D;485.66;04.02.2025;mzsr
7262B;50.05;15.10.2024;mzsr
7265B;75.80;15.10.2024;mzsr
7268E;1.08;04.02.2025;mzsr
7278D;1.79;15.10.2024;mzsr
7280E;1070.25;04.02.2025;mzsr
7281C;4.65;15.10.2024;mzsr
7281E;1146.72;03.01.2025;mzsr
7283C;13.95;15.10.2024;mzsr
7284C;6.00;15.10.2024;mzsr
7286C;18.00;15.10.2024;mzsr
7287C;5.10;15.10.2024;mzsr
72881;5.81;15.10.2024;mzsr
7289D;3.59;15.10.2024;mzsr
7290C;6.45;15.10.2024;mzsr
7292C;19.35;15.10.2024;mzsr
7298C;8.96;15.10.2024;mzsr
7302D;7988.26;15.10.2024;mzsr
7303D;102.06;15.10.2024;mzsr
7304D;408.21;15.10.2024;mzsr
7308C;35.82;15.10.2024;mzsr
7308E;1255.07;04.02.2025;mzsr
7309E;1344.72;03.01.2025;mzsr
7312C;49.03;15.10.2024;mzsr
7317A;35.33;15.10.2024;mzsr
7317D;292.17;15.10.2024;mzsr
7318C;84.54;15.10.2024;mzsr
7320D;621.81;15.10.2024;mzsr
7321B;181.92;15.10.2024;mzsr
7323C;102.06;15.10.2024;mzsr
7324C;408.24;15.10.2024;mzsr
7326D;1056.14;15.10.2024;mzsr
7327E;3.79;03.01.2025;mzsr
7337A;31.99;15.10.2024;mzsr
7337E;50.66;04.03.2025;mzsr
7339E;54.97;04.03.2025;mzsr
7341E;51.01;04.03.2025;mzsr
7349A;32.04;15.10.2024;mzsr
7362D;1212.29;15.10.2024;mzsr
7363C;2105.64;15.10.2024;mzsr
7364D;102.06;15.10.2024;mzsr
7365D;408.21;15.10.2024;mzsr
7372D;5.66;15.10.2024;mzsr
7376D;49.08;15.10.2024;mzsr
7379D;485.66;03.01.2025;mzsr
7381A;17.00;15.10.2024;mzsr
7384D;4.34;15.10.2024;mzsr
7389D;21.70;15.10.2024;mzsr
7390A;30.91;15.10.2024;mzsr
7393D;43.40;15.10.2024;mzsr
7408D;8.12;15.10.2024;mzsr
7409E;3668.93;04.02.2025;mzsr
7411D;28.41;15.10.2024;mzsr
7412A;35.71;15.10.2024;mzsr
7436E;1.86;04.02.2025;mzsr
7442A;42.30;15.10.2024;mzsr
7442C;2650.03;15.10.2024;mzsr
7443C;5319.53;15.10.2024;mzsr
7444C;7989.03;15.10.2024;mzsr
7444D;88.47;15.10.2024;mzsr
7445D;47.12;15.10.2024;mzsr
7448D;48.24;15.10.2024;mzsr
7451D;48.24;15.10.2024;mzsr
7454D;48.24;15.10.2024;mzsr
7458B;2.10;15.10.2024;mzsr
7458C;363.13;15.10.2024;mzsr
7459C;406.21;15.10.2024;mzsr
7459D;102.06;15.10.2024;mzsr
7461D;408.24;15.10.2024;mzsr
7464C;2.97;15.10.2024;mzsr
7467B;3.75;15.10.2024;mzsr
7476B;4.20;15.10.2024;mzsr
7495D;1249.57;15.10.2024;mzsr
74987;1.54;15.10.2024;mzsr
7498D;272.69;15.10.2024;mzsr
74991;1.47;15.10.2024;mzsr
7500D;580.36;15.10.2024;mzsr
7502D;985.74;15.10.2024;mzsr
75079;191.15;15.10.2024;mzsr
75080;382.40;15.10.2024;mzsr
7508D;130.38;15.10.2024;mzsr
7516D;256.56;15.10.2024;mzsr
7518E;79.02;04.02.2025;mzsr
7520A;3.32;15.10.2024;mzsr
7520E;79.02;04.02.2025;mzsr
7521E;1070.25;04.02.2025;mzsr
75241;152.02;15.10.2024;mzsr
75285;4.30;15.10.2024;mzsr
75296;10.00;15.10.2024;mzsr
7529E;1255.07;04.02.2025;mzsr
7530D;8.12;15.10.2024;mzsr
7536D;28.42;15.10.2024;mzsr
7539C;33.15;15.10.2024;mzsr
75428;3.43;15.10.2024;mzsr
75433;1.75;15.10.2024;mzsr
7550E;214.35;04.02.2025;mzsr
75539;38.43;15.10.2024;mzsr
75567;24.54;15.10.2024;mzsr
75569;21.32;15.10.2024;mzsr
7556C;6.65;15.10.2024;mzsr
75577;1.20;15.10.2024;mzsr
75583;4.00;15.10.2024;mzsr
